Code,Item #,Type #,Type,English,Japanese,Alt,Spanish,French,German,Italian
43F9,839,18,Feet,She-fu shoes,ぶとうのくつ,,Zapatos de kung-fa,Ballerines de kung-fu,Fu-Frauenschuhe,Scarponi Comballo
42D7,840,18,Feet,Safety shoes,あんぜんぐつ,,Zapatos de seguridad,Bottes de sécurité,Sicherheitschuhe,Scarponi sicuri
4322,841,18,Feet,Safer shoes,ばんぜんぐつ,,Zapatos seguros,Bottes de protection,Sicherere Schuhe,Scarponi Sicurplus
4323,842,18,Feet,Safest shoes,かんぜんぐつ,,Zapatos segurísimos,Bottes de surprotection,Supersichere Schuhe,Scarponi Sicurextra
42D9,843,18,Feet,Shaman shoes,いのりのローファー,,Zapatos de chamán,Chaussures de shaman,Schamanenschuhe,Scarponi sciamanici
42DC,844,18,Feet,Bardic boots,エナメルのくつ,,Botas de bardo,Bottes de barde,Troubadourtreter,Stivaletti illuminanti
4307,845,18,Feet,Spellspadrilles,だいまどうシューズ,大魔道シューズ,Conjupargatas,Sorsouliers,Magiekassins,Magimocassini
4324,846,18,Feet,Depressing shoes,しわよせのくつ,しわよせの靴,Zapatos deprimentes,Chaussures de malheur,Gramgaloschen,Scarponi deprimenti
4325,847,18,Feet,Elevating shoes,しあわせのくつ,,Zuecos de ánimo,Chaussures à talons,Erhebende Schuhe,Scarponi santi
4312,848,18,Feet,Pixie boots,ようせいのくつ,,Botas de duendecillo,Bottines lutines,Koboldstiefel,Scarponi fatati
4313,849,18,Feet,Tricksie boots,オベロンのくつ,,Botas de trastolillo,Bottines mutines,Tricktreter,Scarponi giocosi
4406,850,18,Feet,Sensible sandals,りせいのサンダル,理性のサンダル,Sandalias sensatas,Spartiates adéquates,Sinnvolle Sandalen,Sandali sensibili
4407,851,18,Feet,Sagacious sandals,しんりのサンダル,,Sandalias sagaces,Spartiates sagaces,Kluge Sandalen,Sandali sagaci
4408,852,18,Feet,Sapient sandals,えいちのサンダル,,Sandalias eruditas,Spartiates spéciales,Schlaue Sandalen,Sandali sapienti
4409,853,18,Feet,Sentient sandals,イデアのサンダル,,Sandalias sensibles,Spartiates subtiles,Weise Sandalen,Sandali senzienti
4303,854,18,Feet,Thug boots,あらくれブーツ,,Botas de matón,Bottes de brute,Gaunerstiefel,Stivali da duro
42E0,855,18,Feet,Celestial shoes,天使のブーツ,,Zapatos celestiales,Chaussures célestes,Himmlische Schuhe,Calzari celestiali
42F7,856,18,Feet,White wing-tips,白いエナメルぐつ,,Zapatos de charol,Chaussures blanches,Weiße Flügelspitzen,Scarponcini eleganti
4405,857,18,Feet,High-class heels,エナメルのヒール,,Taconazos,Talons sophistiqués,Hochklassige Hacken,Scarponcini da cerimonia
4328,858,18,Feet,Alefgard boots,ラダトームブーツ,,Botas de Alefgrado,Bottes d'Alefgard,Alefgard-Stiefel,Stivali di Alefgard
4329,859,18,Feet,Midenhall boots,ローレシアブーツ,,Botas de Centrumbría,Bottes de Médiévande,Mitthall-Stiefel,Stivali di Midenhall
42C7,860,18,Feet,Aliahan boots,ゆうしゃのブーツ,,Botas de Aliana,Bottes d'Aliah,Aliahan-Stiefel,Stivali di Aliahan
42C6,861,18,Feet,Zenithian boots,天空のブーツ,,Botas de Zenithia,Bottes zénithiennes,Zenithia-Stiefel,Stivali di Zenithia
42C3,862,18,Feet,Gothan gumboots,グランバニアのくつ,,Botas de Pankraz,Bottes de Gotha,Humburg-Stiefel,Stivali di Denim
42C4,863,18,Feet,Somnia boots,レイドックブーツ,,Botas de Somnia,Bottes de Somnia,Somnia-Stiefel,Stivali di Somnia
42C5,864,18,Feet,Estard shoes,エスタードのくつ,,Zapatos estardanos,Bottillons de Melyor,Estard-Schuhe,Scarponi di Estard
42C8,865,18,Feet,Trodainers,トロデーンブーツ,,Zapatrodianas,Bottes de Trodain,Trodain-Treter,Stivali di Trodain
432A,866,18,Feet,Cannock boots,サマルトリアブーツ,,Botas de Cannock,Bottes de Cannock,Cannock-Stiefel,Stivali di Cannock
4314,867,18,Feet,Moonbrooke shoes,ムーンブルクのくつ,,Zapatos de Arroyo Luna,Bottines de Ruisselune,Mondbach-Schuhe,Scarponi di Moonbrooke
43F0,868,18,Feet,Highland boots,ライアンのブーツ,,Botas de montaraz,Bottes de montagne,Hochland-Stiefel,Stivali degli altipiani
4327,869,18,Feet,Valenki,アリーナのながぐつ,,Botas de invierno,Valenki,Valenki-Stiefel,Valenki
4315,870,18,Feet,Kiryl's boots,クリフトのくつ,,Botas de Kiryl,Bottes de Kiryl,Kyrill-Stiefel,Stivali di Kiryl
4306,871,18,Feet,Borya's boots,ブライのくつ,,Zapatos de Borya,Souliers de Borya,Borja-Stiefel,Scarponi di Boris
440B,872,18,Feet,Torneko's sandals,トルネコのサンダル,,Sandalias de Torneko,Sandales de Torneko,Torneko-Sandalen,Sandali di Baldo
440C,873,18,Feet,Sattriya sandals,マーニャのサンダル,,Sandalias de Sattriya,Sandales de sattriya,Sattriya-Sandalen,Sandali Sattriya
440D,874,18,Feet,Samhita sandals,ミネアのサンダル,,Sandalias de Samhita,Sandales de samhita,Samhita-Sandalen,Sandali Samhita
4318,875,18,Feet,Bianca's boots,ビアンカのくつ,,Botas de Bianca,Bottes de Bianca,Bianca-Stiefel,Stivali di Bianca
4319,876,18,Feet,Nera's boots,フローラのくつ,,Botas de Nera,Bottines de Nera,Nera-Stiefel,Calzari di Nera
431A,877,18,Feet,Carver's shoes,ハッサンのくつ,,Zapatos de Ebanisto,Chaussures d'Olivier,Schnitzer-Schuhe,Scarponi di Carver
431B,878,18,Feet,Milly's shoes,ミレーユのくつ,,Zapatos de Mencía,Bottines d'Émilie,Milly-Schuhe,Stivali di Milly
4308,879,18,Feet,Ashlynn's shoes,バーバラのくつ,,Zapatos de Lucía,Chaussures de Lauraline,Ashlynn-Schuhe,Scarponi di Ashlynn
430B,880,18,Feet,Kiefer's shoes,キーファのブーツ,,Zapatos de Cleómenes,Bottes de Killyan,Kiefer-Schuhe,Scarponi di Kiefer
430C,881,18,Feet,Maribel's shoes,マリベルのくつ,,Zapatos de Gorgo,Bottines de Maribel,Maribel-Schuhe,Scarponi di Maribel
430D,882,18,Feet,Trode's treads,トロデのくつ,,Calzado de Trode,Chaussures de Trode,Trode-Treter,Scarponi di Trode
430E,883,18,Feet,Bovver boots,ヤンガスのながぐつ,,Botas bledo,Bottes de baston,Stunkstiefel,Stivali da teppista
430F,884,18,Feet,Posh pumps,ゼシカのくつ,,Zapatillas molonas,Bottines snobs,Piekfeine Pumps,Scarponcini sportivi
4310,885,18,Feet,Templar boots,ククールのブーツ,,Zapatos templarios,Chaussures de Templier,Templerstiefel,Scarponi da Templare
4311,886,18,Feet,Casanova clogs,モリーシューズ,,Zuecos de Casanova,Souliers de Casanova,Casanova-Clogs,Scarponi da casanova
4300,887,18,Feet,Chic chaussures,セティアブーツ,,Chaussures chic,Bottes à la mode,Schicke Schühchen,Stivaletti di Fleurette
42FE,888,18,Feet,Blahnolo Maniks,ギャルいミュール,,Blanolos,Blahnolo Maniks,Sternschühchen,Scarponcini Verzuz
42F4,889,18,Feet,Erinn's boots,リッカのくつ,,Calzado de Sada,Bottes de Bérangère,Thekla-Stiefel,Stivaletti di Nadine
42F5,890,18,Feet,Patty's pumps,ルイーダのくつ,,Zapatillas de Petricia,Chaussures de Tulipe,Hilda-Pumps,Scarponcini di Patty
42F6,891,18,Feet,Aquila's boots,イザヤールのくつ,,Botas de Engel,Bottes d'Aquila,Aquila-Stiefel,Stivali di Falko
4650,892,19,Accessories,Strength ring,ちからのゆびわ,力の指輪,Anillo de fuerza,Bague de choc,Stärkering,Anello della forza
4651,893,19,Accessories,Tough guy tattoo,いかりのタトゥー,,Tatuaje de tipo duro,Tatouage de costaud,Taffes Tattoo,Tatuaggio da duro
4652,894,19,Accessories,Raging ruby,ちからのルビー,,Gema fiera,Pierre brute,Rubin der Rage,Rubino della furia
4653,895,19,Accessories,Mighty armlet,ごうけつのうでわ,,Brazalete poderoso,Brassard de choc,Mächtige Armschiene,Fascia del potere
4657,896,19,Accessories,Gold ring,きんのゆびわ,,Anillo de oro,Anneau d'or,Goldring,Anello d'oro
4654,897,19,Accessories,Gold bracer,きんのブレスレット,金のブレスレット,Brazalete de oro,Brassard d'or,Goldarmschiene,Bracciale d'oro
4655,898,19,Accessories,Slime earrings,スライムピアス,,Pendientes limosos,Boucles d'oreilles,Schleimohrringe,Orecchini Slime
4656,899,19,Accessories,Dragon scale,竜のうろこ,,Escama de dragón,Écaille de dragon,Drachenschuppe,Cresta di drago
4658,900,19,Accessories,Ruby of protection,まもりのルビー,,Gema de protección,Rubis de protection,Schutzrubin,Rubino della difesa
4659,901,19,Accessories,Bunny tail,うさぎのおまもり,,Cola de conejo,Queue de lapin,Häschenschwanz,Coda da coniglietta
465C,902,19,Accessories,Utility belt,しょくにんのベルト,,Cinto de herramientas,Ceinture multifonction,Allzweckgürtel,Cintura portatutto
465D,903,19,Accessories,Agility ring,はやてのリング,,Anillo de agilidad,Bague d'Agilité,Flinkheitsring,Anello dell'agilità
465E,904,19,Accessories,Meteorite bracer,ほしふるうでわ,,Protector de meteoro,Brassard de météore,Meteorarmschiene,Bracciale del lampo
465F,905,19,Accessories,Sorcerer's ring,ソーサリーリング,,Anillo de hechicero,Bague de sorcier,Hexerring,Anello dello stregone
4660,906,19,Accessories,Gold rosary,きんのロザリオ,金のロザリオ,Rosario de oro,Chapelet d'or,Goldener Gebetskranz,Rosario prezioso
4661,907,19,Accessories,Rosary,しんごんのじゅず,,Rosario,Chapelet,Gebetskranz,Rosario semplice
4662,908,19,Accessories,Sorcerer's stone,ひらめきのジュエル,,Piedra mágica,Pierre de sorcier,Hexerstein,Pietra stregonesca
4663,909,19,Accessories,Brainy bracer,インテリのうでわ,,Protector inteligente,Brassard de savant,Abrakadabra-Armschiene,Bracciale della scienza
4666,910,19,Accessories,Monarchic mark,ロイヤルバッジ,,Marca monárquica,Écusson royal,Symbol des Souveräns,Stemma della monarchia
4664,911,19,Accessories,Life bracer,いやしのうでわ,,Protector de vida,Brassard de santé,Lebensarmschiene,Bracciale della vita
4665,912,19,Accessories,Spirit bracer,ようせいのうでわ,,Protector de espíritu,Brassard d'esprit,Geistarmschiene,Bracciale dello spirito
4667,913,19,Accessories,Prayer ring,いのりのゆびわ,祈りの指輪,Anillo de oración,Bague de prière,Gebetsring,Anello della fede
4668,914,19,Accessories,Holy talisman,まよけの聖印,,Talismán sagrado,Talisman sacré,Heiliger Talisman,Talismano sacro
4669,915,19,Accessories,Sober ring,はげんのリング,,Anillo sobrio,Anneau solennel,Ausnüchterring,Anello della chiarezza
466A,916,19,Accessories,Contra band,はどくのリング,,Aro contra,Anneau antivenin,Gegengiftring,Anello antiveleno
466B,917,19,Accessories,Full moon ring,まんげつのリング,,Anillo plenilunio,Bague de lune,Vollmondring,Anello della luna
466C,918,19,Accessories,Rousing ring,めざましリング,,Anillo despertador,Anneau d'énergie,Klingering,Allarm'anello
466D,919,19,Accessories,Ring of clarity,りせいのリング,,Anillo de claridad,Anneau de lucidité,Ring der Klarheit,Anello della ragione
466E,920,19,Accessories,Catholicon ring,スーパーリング,,Anillo catholicon,Anneau médicinal,Catholiconring,Anello della panacea
4687,921,19,Accessories,Wedding ring,けっこんゆびわ,,Anillo de boda,Alliance,Ehering,Fede nuziale
4671,922,19,Accessories,Elfin charm,エルフのおまもり,,Colgante élfico,Amulette elfique,Elfenamulett,Ciondolo degli elfi
4672,923,19,Accessories,Life ring,命のゆびわ,,Anillo de vida,Anneau de vie,Lebensring,Anello della vita
4673,924,19,Accessories,Goddess ring,女神のゆびわ,,Anillo de diosa,Bague de la Déesse,Göttinnenring,Anello della dea
466F,925,19,Accessories,Terrible tattoo,あくまのタトゥー,,Tatuaje terrible,Tatouage terrifiant,Teufelstattoo,Tatuaggio terribile
4670,926,19,Accessories,Skull ring,ドクロのゆびわ,,Anillo con cráneo,Bague d'os,Schädelring,Anello del teschio
4676,927,19,Accessories,Reckless necklace,しにがみの首かざり,死神の首飾り,Collar imprudente,Pendentif négatif,Kollerkollier,Collana infame
4677,928,19,Accessories,Lucky pendant,ラッキーペンダント,,Colgante afortunado,Pendentif défensif,Glücksanhänger,Ciondolo della sorte
465A,929,19,Accessories,Pink pearl,ピンクパール,,Perla rosa,Perle rose,Rosa Perle,Perla rosa
465B,930,19,Accessories,Bow tie,ちょうネクタイ,,Pajarita,Nœud papillon,Fliege,Cravatta a farfalla
4678,931,19,Accessories,Venus' tear,ビーナスのなみだ,,Lágrima de Venus,Larme de Vénus,Venusträne,Lacrima di Venere
467B,932,19,Accessories,Soldier's medal,戦士の証,,Medalla de Soldado,Médaille de soldat,Soldatenmedaille,Medaglia Parabellum
467C,933,19,Accessories,Lifesaving medal,そうりょの証,,Medalla Salvavidas,Médaille de secouriste,Lebensrettungs-medaille,Medaglia Sanitas
467D,934,19,Accessories,Mager achievement,まほうつかいの証,,Logro Mágico,Magimédaille,Magiermedaille,Medaglia Elementium
467E,935,19,Accessories,Mercury prize,ぶとうかの証,,Premio de Mercurio,Médaille d'Hermès,Merkurmedaille,Medaglia Mercurio
467F,936,19,Accessories,Honour among thieves,とうぞくの証,,Honor de Ladrones,Médaille de canaille,Ganovenehrung,Medaglia Furfant
4680,937,19,Accessories,Wear-with-all award,旅芸人の証,,Premio Superponible,Distinction du caméléon,Kleiderorden,Medaglia Universalis
4681,938,19,Accessories,Critical acclaim,バトルマスターの証,,Aclamación Crítica,Prix du critique,Kritikerpreis,Medaglia Meritum
4682,939,19,Accessories,Order of chivalry,パラディンの証,,Orden de Caballería,Prix de chevalerie,Ritterorden,Medaglia Chevalier
4683,940,19,Accessories,Combat action medal,魔法戦士の証,,Medalla al Mérito,Lésion d'honneur,Kampfmedaille,Medaglia Robur
4684,941,19,Accessories,Medal of freedom,レンジャーの証,,Medalla de Libertad,Médaille de la liberté,Freiheitsmedaille,Medaglia Libertas
4685,942,19,Accessories,Legion of merit,けんじゃの証,,Legión al Mérito,Médaille du mérite,Verdienstorden,Medaglia Sagax
4686,943,19,Accessories,Noscar,スーパースターの証,,Nóscar,Prinaubel,Popularitätspreis,Oscarissimo
55F0,944,20,Items,Medicinal herb,やくそう,薬草,Planta medicinal,Herbe médicinale,Heilkraut,Erba medicinale
55F1,945,20,Items,Strong medicine,上やくそう,上薬草,Medicina fuerte,Remède puissant,Starke Arznei,Medicina potente
55F2,946,20,Items,Special medicine,特やくそう,特薬草,Medicina especial,Remède spécial,Spezialarznei,Medicina speciale
55F3,947,20,Items,Superior medicine,いやしそう,,Medicina superior,Remède supérieur,Überlegene Arznei,Medicina eccelsa
55F4,948,20,Items,Antidotal herb,どくけしそう,毒消し草,Planta de Fierabrás,Herbe curative,Gegengiftkraut,Erba per antidoti
55F5,949,20,Items,Strong antidote,上どくけしそう,上毒消し草,Antídoto intenso,Antidote puissant,Starkes Gegengift,Antidoto potente
55F6,950,20,Items,Special antidote,特どくけしそう,,Antídoto especial,Antidote spécial,Spezialgegengift,Antidoto speciale
55F7,951,20,Items,Moonwort bulb,まんげつそう,満月草,Bulbo lunar,Botryche lunaire,Mondrauten-Knolle,Bulbo di erbaluna
55F8,952,20,Items,Softwort,きつけそう,,Hierba paliativa,Stimuline,Weichwurz,Stimulfoglia
55F9,953,20,Items,Lunaria,つきのめぐみ,,Lunaria,Lunaria,Silberblatt,Vegestimolante
55FA,954,20,Items,Angel bell,天使のすず,天使の鈴,Campanilla angelical,Grelot d'angelot,Engelsglocke,Campana dell'angelo
55FB,955,20,Items,Panacea,ばんのうぐすり,万能薬,Panacea,Panacée,Wundermittel,Panacea
55FC,956,20,Items,Perfect panacea,超ばんのうぐすり,超万能薬,Panacea perfecta,Panacée universelle,Allheilmittel,Gran panacea
55FD,957,20,Items,Yggdrasil leaf,せかいじゅのは,世界樹の葉,Hoja de Yggdrasil,Feuille d'Yggdrasil,Yggdrasil-Blatt,Foglia di Ygdrasil
55FE,958,20,Items,Yggdrasil dew,せかいじゅのしずく,,Rocío de Yggdrasil,Rosée d'Yggdrasil,Yggdrasil-Tau,Rugiada di Ygdrasil
55FF,959,20,Items,Magic water,まほうのせいすい,魔法の聖水,Ampolla de agua mágica,Eau magique,Zauberwasser,Acqua magica
5600,960,20,Items,Sage's elixir,けんじゃのせいすい,賢者の聖水,Elixir de sabio,Élixir du sage,Weisenelixier,Elisir di saggezza
5601,961,20,Items,Elfin elixir,エルフののみぐすり,,Elixir élfico,Élixir elfique,Elfenelixier,Elisir degli elfi
5602,962,20,Items,Holy water,せいすい,聖水,Ampolla de agua bendita,Eau sacrée,Weihwasser,Acqua santa
5603,963,20,Items,Chimaera wing,キメラのつばさ,キメラの翼,Ala de quimera,Aile de chimère,Chimärenflügel,Ala di chimera
56F1,964,20,Items,Evac-u-bell,おもいでのすず,思い出の鈴,Campanilla Evacuadora,Évacuo-cloche,Bammel-Bimmel,Campana dell'esodo
5605,965,20,Items,Coagulant,どくがのこな,毒蛾の粉,Coagulante,Coagulant,Koagulans,Paralisabbia
5606,966,20,Items,Tangleweb,まだらくもいと,,Entretela,Ralentoile,Gespinst,Telalenta
5607,967,20,Items,Sleeping hibiscus,ゆめみの花,,Adormidera,Liseronfle,Schlummerblume,Ibisco del sonno
5608,968,20,Items,Wakerobin,めざめの花,,Despertadera,Volubilis,Weckwurz,Svegliarosso
5604,969,20,Items,Mystifying mixture,おかしなくすり,おかしな薬,Pócima chocante,Potion étrange,Mystische Mixtur,Intruglio strano
5611,970,20,Items,Rockbomb shard,ばくだん石,,Fragmento de rocobomba,Éclat de bombe,Felsenbomben-Splitter,Pezzo di Esplo-sasso
5609,971,20,Items,Party popper,ハッピークラッカー,,Petardo,Tohu-obus,Partykracher,Conetto roboante
560A,972,20,Items,Festive feast,おせちりょうり,,Festín festivo,Repas de fête,Festmahl,Cesto di cibo
560B,973,20,Items,Block o' choc,ふつうのチョコ,,Tableta de chocolate,Chocobloc,Schokotafel,Chocoblock
560C,974,20,Items,Choice chocolate,ごうかなチョコ,,Chocolate chocolatado,Chococœur,Köstliches Konfekt,Cioccolato superiore
560D,975,20,Items,Basic biscuits,ふつうのクッキー,,Galletas normales,Biscuits,Krümelige Kekse,Biscotti
560E,976,20,Items,Posh biscuits,ごうかなクッキー,,Galletas especiales,Biscuits raffinés,Piekfeine Plätzchen,Biscotti farciti
560F,977,20,Items,Christmas cake,クリスマスケーキ,,Pastel festivo,Gâteau de Noël,Festtagskuchen,Torta natalizia
5610,978,20,Items,Birthday cake,バースデーケーキ,,Pastel de cumpleaños,Gâteau d'anniversaire,Geburtstagskuchen,Gran Dessert
5612,979,20,Items,Watcher's wings,おわかれのつばさ,,Alas de guardián,Ailes d'origine,Wächterschwingen,Sentinala
5613,980,20,Items,Sage's stone,けんじゃの石,,Piedra de sabio,Pierre philosophale,Stein des Weisen,Pietra del saggio
5614,981,20,Items,Gleeban groat,グビアナどうか,グビアナ銅貨,Chelín de Sheba,Denier d'Ouadi,Wasaba-Groschen,Zecchino di Gubiana
5615,982,20,Items,Gleeban guinea,グビアナぎんか,グビアナ銀貨,Guinea de Sheba,Sou d'Ouadi,Wasaba-Guinee,Tallero di Gubiana
5616,983,20,Items,Gleeban gold piece,グビアナきんか,グビアナ金貨,Doblón de Sheba,Pièce d'or d'Ouadi,Wasaba-Goldstück,Doblone di Gubiana
5619,984,20,Items,Pretty betsy,うつくしそう,,Bellibestia,Charmélia,Schönsporn,Belfiore
561D,985,20,Items,Seed of life,命のきのみ,,Simiente de vida,Graine de Vie,Lebenssamen,Seme della vita
561E,986,20,Items,Seed of magic,ふしぎなきのみ,,Simiente de magia,Graine de Magie,Magiesamen,Seme della magia
561F,987,20,Items,Seed of strength,ちからのたね,,Simiente de fuerza,Graine de Force,Stärkesamen,Seme della potenza
5620,988,20,Items,Seed of deftness,きようさのたね,,Simiente de pericia,Graine d'Adresse,Geschicksamen,Seme della destrezza
5621,989,20,Items,Seed of agility,すばやさのたね,,Simiente de agilidad,Graine d'Agilité,Flinkheitssamen,Seme dell'agilità
5622,990,20,Items,Seed of defence,まもりのたね,,Simiente de defensa,Graine de Défense,Ausdauersamen,Seme della difesa
5623,991,20,Items,Seed of sorcery,まりょくのたね,,Simiente de conjunción,Graine de Magiqualité,Zaubermacht-samen,Seme della stregoneria
5624,992,20,Items,Seed of therapeusis,しんこうのたね,,Simiente terapéutica,Graine de Thérapicité,Therapeutiksamen,Seme dell'ars medica
5625,993,20,Items,Seed of skill,スキルのたね,,Simiente de destreza,Graine de Compétence,Talentsamen,Seme dell'abilità
5617,994,20,Items,Mini medal,ちいさなメダル,,Minimedalla,Mini médaille,Minimedaille,Minimedaglia
56F0,995,20,Items,Sterling's whistle,アギロホイッスル,,Silbato de Astracán,Sifflet d'Aster,Pfeife Noahs,Fischietto di Rocko
563E,996,20,Items,Cowpat,うしのふん,,Boñiga de vaca,Bouse de vache,Kuhfladen,Sterco di vacca
563F,997,20,Items,Horse manure,うまのふん,,Boñiga de caballo,Crottin de cheval,Pferdemist,Sterco di cavallo
564D,998,20,Items,Lava lump,ようがんのカケラ,,Piedra volcánica,Morceau de lave,Lavaklumpen,Roccia lavica
564E,999,20,Items,Fresh water,きよめの水,,Ampolla de agua fresca,Eau fraîche,Frisches Wasser,Acqua fresca
564F,1000,20,Items,Flurry feather,かぜきりのはね,,Pluma peluda,Plume de vent,Flatterfeder,Piuma eolica
5650,1001,20,Items,Royal soil,まりょくの土,,Tierra real,Terre sacrée,Königliche Erde,Suolo reale
5651,1002,20,Items,Ice crystal,こおりのけっしょう,,Cristal de hielo,Cristal de glace,Eiskristall,Cristallo di ghiaccio
5652,1003,20,Items,Thunderball,いかずちのたま,,Bolatrueno,Boule de foudre,Blitzbrocken,Sfera del tuono
5653,1004,20,Items,Evencloth,よるのとばり,,Telujo,Tissu sombre,Dämmerstoff,Panno scuro
5654,1005,20,Items,Brighten rock,ひかりの石,,Roca animosa,Pierre de lumière,Strahlestein,Roccia luminosa
5636,1006,20,Items,Iron nails,てつのクギ,鉄の釘,Clavos de hierro,Clous de fer,Eisennägel,Chiodi di ferro
5637,1007,20,Items,Iron ore,てっこうせき,鉄鉱石,Mineral de hierro,Minerai de fer,Eisenerz,Frammento di ferro
5638,1008,20,Items,Platinum ore,プラチナこうせき,,Mineral de platino,Minerai de platine,Platinerz,Frammento di platino
5639,1009,20,Items,Mythril ore,ミスリルこうせき,ミスリル鉱石,Mineral de mitrilo,Minerai de mithril,Mythrilerz,Frammento di mithril
563A,1010,20,Items,Densinium,ヘビーメタル,,Fragmento de densinio,Densinium,Schwermetall,Frammento di densinium
563B,1011,20,Items,Gold bar,きんかい,,Lingote de oro,Lingot d'or,Goldbarren,Lingotto d'oro
563C,1012,20,Items,Orichalcum,オリハルコン,,Fragmento de oricalco,Orichalque,Orichalkum,Orichalcum
565A,1013,20,Items,Corundum,ルビーのげんせき,,Corindón,Corindon,Korund,Corindone
5663,1014,20,Items,Flintstone,つけもの石,,Pedernal,Silex,Feuerstein,Frammento di selce
5660,1015,20,Items,Resurrock,命の石,,Resurrerroca,Lazarite,Stein der Auferstehung,Resurroccia
5661,1016,20,Items,Mirrorstone,かがみ石,,Petriespejo,Minerai miroir,Spiegelstein,Specchiosasso
5662,1017,20,Items,Sunstone,たいようの石,,Solerroca,Solarite,Sonnenstein,Pietra del sole
5643,1018,20,Items,Wing of bat,こうもりのはね,,Ala de murciélago,Aile de chauve-souris,Fledermausflügel,Ala di pipistrello
5645,1019,20,Items,Magic beast hide,まじゅうの皮,,Piel de animal mágico,Peau de bête magique,Magische Tierhaut,Scaglia di drago
5646,1020,20,Items,Magic beast horn,まじゅうのツノ,,Cuerno de animal mágico,Corne de bête magique,Magisches Tierhorn,Corno di drago
5647,1021,20,Items,Slimedrop,スライムゼリー,,Limogota,Glugoutte,Schleimtropfen,Stilla di Slime
5655,1022,20,Items,Tortoiseshell,べっこう,,Caparración,Carapacine,Schildpatt,Guscio robusto
5656,1023,20,Items,Toad oil,ガマのあぶら,ガマの油,Aceite de sapo,Huile de crapaud,Krötenöl,Olio di rospo
5657,1024,20,Items,Lambswool,やわらかウール,,Lana de cordero,Laine d'agneau,Lammwolle,Batuffolo di lana
5658,1025,20,Items,Snakeskin,へびのぬけがら,,Piel de serpiente,Peau de serpent,Schlangenhaut,Pelle di serpente
5659,1026,20,Items,Manky mud,どくどくヘドロ,,Lodo despreciable,Boue nauséabonde,Schauderschlamm,Fango tossico
5649,1027,20,Items,Kitty litter,ネコずな,,Arena de gato,Litière pour chat,Katzenstreu,Sabbia del micio
564A,1028,20,Items,Glass frit,みがきずな,,Polvo de cristal,Poussière de verre,Poliersand,Pasta vetrosa
564B,1029,20,Items,Belle cap,うるわしキノコ,,Bellaseta,Russule jolie,Hübschhut,Belfungo
564C,1030,20,Items,Fisticup,げんこつダケ,,Puñeseta,Champi-gnon,Kloppkäppchen,Pugnofungo
5648,1031,20,Items,Butterfly wing,ちょうのはね,,Ala de mariposa,Aile de papillon,Schmetterlings-flügel,Ala di farfalla
5665,1032,20,Items,Slipweed,みかわしそう,,Hierbalosa,Glissine,Glitschkraut,Scivolalga
5666,1033,20,Items,Thinkincense,さとりそう,,Incienpienso,Encenspirite,Seelensalbei,Incenso della saggezza
5667,1034,20,Items,Narspicious,あやかしそう,,Narcisoso,Purpourra,Weiazynthe,Pianta del sospetto
5668,1035,20,Items,Seashell,白いかいがら,,Concha,Coquillage,Muschelschale,Conchiglia
5669,1036,20,Items,Crimson coral,赤いサンゴ,,Coral carmesí,Corail rouge,Karminkoralle,Corallo rosso
566A,1037,20,Items,Emerald moss,緑のコケ,,Musgo esmeralda,Mousse émeraude,Smaragdmoos,Muschio verde
567D,1038,20,Items,Nectar,花のみつ,,Néctar,Nectar,Nektar,Nettare
567E,1039,20,Items,Birdsong nectar,さえずりのみつ,,Néctar de piar,Nectar du rossignol,Vogelsangnektar,Nettare di Belcanto
566B,1040,20,Items,Finessence,ぶどうエキス,武道エキス,Buenaesencia,Finessence,Raffinessenz,Essenza Finis
566C,1041,20,Items,Aggressence,とうこんエキス,闘魂エキス,Agresisencia,Agressence,Aggressenz,Essenza Aggro
567F,1042,20,Items,Grubby bandage,よごれたほうたい,,Vendaje mugriento,Bandage crasseux,Schmuddeliger Verband,Benda sporca
5680,1043,20,Items,Technicolour dreamcloth,にじいろの布きれ,,Tela en tecnicolor,Étoffe arc-en-ciel,Buntes Traumtuch,Panno dei sogni
563D,1044,20,Items,Hephaestus' flame,ヘパイトスのひだね,ヘパイトスの火種,Llama de Hefesto,Flamme d'Héphaïstos,Hephaistosflamme,Fiamma di Efesto
5640,1045,20,Items,Saint's ashes,せいじゃのはい,聖者の灰,Cenizas de santo,Cendres sacrées,Heiligenasche,Ceneri del santo
5664,1046,20,Items,Malicite,うらみのほうじゅ,,Malicita,Malicite,Malefizit,Malapietra
5641,1047,20,Items,Enchanted stone,せいれいせき,,Piedra encantada,Pierre enchantée,Verzauberter Stein,Sasso incantato
5642,1048,20,Items,Ethereal stone,げんませき,,Piedra etérea,Pierre ésotérique,Ätherischer Stein,Pietra eterea
565C,1049,20,Items,Celestial skein,あまつゆのいと,,Madeja celestial,Écheveau céleste,Himmelsgebinde,Matassa celeste
565B,1050,20,Items,Reset stone,リサイクルストーン,,Piedra reinicio,Réinitialithe,Stein der Stornierung,Pietra dell'oblio
5644,1051,20,Items,Astral plume,天使のはね,,Pluma astral,Plume astrale,Astralfeder,Piuma celeste
565D,1052,20,Items,Sainted soma,天使のソーマ,,Santo y soma,Soluté sacré,Göttertrank,Succo sacro
565E,1053,20,Items,Lucida shard,ほしのカケラ,,Fragmento de Lucida,Éclat d'étoile,Kristallscherbe,Frammento lucido
